,0.0
domin,2.5563025
singulum,2.5563025
murid,2.5563025
peran,2.2552724
bu,2.2552724
lompok,1.1945747
bayar,1.8573325
dadal,2.5563025
pisaha,2.5563025
rapi,2.5563025
taruna,2.5563025
panggil,1.60206
perak,1.6532125
bahan,1.0791812
dukacarita,2.5563025
lintang,2.2552724
genta,2.2552724
bahar,2.5563025
gegana,2.0791812
lengkuas,2.5563025
cm,2.5563025
mangga,2.2552724
buaya,2.5563025
susu,1.60206
andung,1.5149099
partner,2.2552724
endali,2.2552724
salur,2.5563025
demarkasi,2.5563025
anganang,2.5563025
cerdik,2.2552724
sepir,2.5563025
dicat,2.2552724
di,0.47712126
sepeda,2.5563025
rasa,1.3521825
pupur,2.5563025
kosong,1.9542425
wol,2.2552724
tudung,2.5563025
ibadah,2.5563025
desirdesir,2.5563025
bingka,2.5563025
puyer,2.5563025
leneng,2.5563025
ibril,2.5563025
eo,2.5563025
es,1.7781513
familiaris,2.2552724
rencana,2.2552724
becek,2.5563025
domba,2.0791812
setiap,1.60206
bisnis,2.2552724
sinyal,2.5563025
lokasi,2.5563025
condong,2.5563025
gara,2.5563025
padusi,2.5563025
kena,1.5149099
gaun,1.8573325
renga,2.5563025
puas,2.2552724
bilahb,2.5563025
antin,2.0791812
kaidah,1.8573325
puan,2.5563025
buruh,2.2552724
buruk,1.4423592
sunyi,2.2552724
ayahanda,2.5563025
kadera,2.2552724
puak,2.5563025
ahud,2.5563025
puspita,2.5563025
jempol,2.5563025
pamong,2.5563025
pergi,1.9542425
limau,2.5563025
rata,1.9542425
pintar,2.5563025
elok,2.5563025
terus,2.2552724
upacara,1.8573325
widyaiswara,2.2552724
rajin,2.5563025
sebuah,1.9542425
sweter,2.2552724
tanya,2.5563025
restor,2.2552724
tinja,2.2552724
minhaj,2.2552724
ancam,2.5563025
siasat,2.2552724
etanol,1.9542425
hadis,2.5563025
hadir,2.0791812
jukut,2.5563025
gawa,2.0791812
ia,2.5563025
dipa,2.5563025
portal,2.5563025
bersih,2.2552724
rasam,2.5563025
huruhara,2.5563025
in,2.5563025
cucur,2.5563025
metal,2.5563025
minyak,1.60206
gambar,1.3258536
oda,1.9542425
masyarakat,1.3521825
gambat,2.5563025
tinju,2.2552724
murni,2.5563025
bagus,2.2552724
pongsu,2.5563025
foto,2.5563025
lebihlebih,2.2552724
gerakgerik,2.0791812
skrin,2.5563025
buana,2.2552724
reserse,2.5563025
raut,2.2552724
buang,1.9542425
tandatanda,1.9542425
perlu,1.5149099
edar,1.7781513
raya,1.9542425
lelembut,2.5563025
antek,2.5563025
skrip,2.5563025
gaya,1.7112044
eluk,2.5563025
diri,0.92283404
gembur,2.5563025
darurat,2.2552724
ke,0.92283404
doman,2.0791812
dalil,2.0791812
kg,2.2552724
alunalun,2.0791812
partikel,2.2552724
halang,2.5563025
tebal,1.4101745
kolon,2.5563025
kolom,2.0791812
halwa,2.5563025
situs,2.5563025
gendang,2.5563025
sehar,2.2552724
adakala,1.9542425
usul,2.5563025
omong,2.2552724
jarak,1.7112044
rajul,2.2552724
gelanggang,2.0791812
kancing,2.0791812
panti,2.2552724
usus,2.0791812
rintang,2.2552724
sehat,2.2552724
tingkat,1.5149099
ancing,2.5563025
katil,2.5563025
panta,1.9542425
tingkap,2.5563025
dada,2.0791812
halus,1.30103
keping,1.60206
limit,2.5563025
tingkah,1.9542425
kehendak,1.9542425
kendang,2.5563025
cokelat,2.5563025
ml,2.5563025
kimiaw,1.8573325
cermat,2.0791812
kunci,2.5563025
sudung,2.5563025
sedang,1.2552725
alatalat,2.0791812
kalikali,2.2552724
ihal,1.3521825
kodak,2.5563025
teater,2.2552724
datum,2.5563025
datuk,1.9542425
labium,2.5563025
inggir,2.5563025
puja,2.2552724
landa,2.5563025
kembang,1.4101745
girang,2.5563025
depan,1.60206
noda,2.5563025
purnama,2.5563025
genderang,2.5563025
upaboga,2.5563025
antar,2.2552724
of,2.5563025
dalem,2.0791812
ubur,2.0791812
om,2.2552724
biaraw,2.5563025
lembut,1.9542425
matahar,1.4771212
peron,2.5563025
kacamata,2.5563025
pb,2.5563025
rabat,1.8573325
kampus,2.5563025
amarah,2.5563025
cengkam,2.5563025
legiun,1.9542425
nation,2.5563025
salah,1.60206
konglomerat,2.5563025
pula,2.5563025
selukbeluk,2.5563025
dahi,2.5563025
khadam,2.2552724
berkas,1.9542425
salat,2.2552724
elompok,2.0791812
puki,1.7781513
lumatlumat,2.5563025
hablur,2.0791812
sebe,1.5149099
industr,1.5563025
belantara,2.5563025
gibas,2.5563025
kotek,2.5563025
puji,2.2552724
rejasa,2.5563025
sangit,2.5563025
lonjor,2.2552724
wadah,1.7112044
wadak,2.5563025
sikin,2.5563025
totalitas,2.2552724
senjata,1.6532125
beling,2.0791812
adimarga,2.5563025
biribir,2.2552724
istitaah,2.5563025
sa,2.5563025
kenya,2.5563025
rbau,2.2552724
minum,1.1413292
liar,2.0791812
bukanbu,2.5563025
giling,2.5563025
tasihat,2.2552724
sangga,1.8573325
norma,2.2552724
damat,2.5563025
tongkang,2.5563025
linting,2.5563025
damar,2.5563025
mesin,1.4101745
flower,2.5563025
olocentrum,2.5563025
golak,2.5563025
elektron,2.5563025
segi,2.0791812
teras,2.5563025
saling,1.7781513
terap,2.5563025
tangguh,2.2552724
ua,2.2552724
tanggul,2.5563025
bengaw,2.5563025
asbes,2.5563025
bengap,2.5563025
um,2.2552724
bengal,2.5563025
terung,2.5563025
empang,2.5563025
lambak,2.5563025
lamin,2.2552724
gagang,2.2552724
lambat,2.2552724
rompok,2.2552724
sunga,1.30103
kakak,1.9542425
buahbuah,1.9542425
jernih,1.8573325
sungu,2.5563025
daki,2.5563025
kumis,2.5563025
knot,2.2552724
bedaru,2.5563025
region,2.5563025
selang,2.5563025
orok,2.5563025
lidah,1.9542425
bujur,2.5563025
kancah,2.5563025
ceraiberai,2.0791812
kakas,1.4101745
gas,1.60206
cerobong,2.5563025
kusuma,2.5563025
dana,2.0791812
siswa,2.2552724
jeluk,2.5563025
selama,2.0791812
ndara,1.3802112
sibuk,1.9542425
lkitab,2.2552724
tuhan,2.5563025
selalu,1.5563025
emas,1.7781513
belia,2.5563025
emak,1.8573325
dapa,2.2552724
dendeng,2.2552724
seko,1.7112044
singkong,2.2552724
ya,2.5563025
ucap,1.7112044
pentas,2.2552724
yg,2.2552724
talenta,2.5563025
seks,2.0791812
ambles,2.5563025
jongos,2.2552724
pusu,2.5563025
seakana,2.2552724
kampung,1.8573325
sentimen,2.5563025
jendela,1.7781513
utar,2.0791812
hangat,2.2552724
rubung,2.5563025
perkara,2.5563025
kakek,1.9542425
oto,1.8573325
kasur,2.2552724
cenderung,2.2552724
antuk,2.5563025
identifikasi,2.2552724
rambak,2.0791812
sangat,1.5563025
luarga,1.7112044
bumbung,2.5563025
terpa,2.5563025
tante,2.5563025
dara,2.5563025
manfaat,2.5563025
murah,2.0791812
induk,1.3802112
hamil,1.7781513
dicor,2.5563025
cirit,2.5563025
dari,0.41958195
potret,1.7112044
selo,2.2552724
rucut,2.5563025
gravitasi,2.5563025
mekar,2.5563025
kotor,2.2552724
tombol,2.5563025
bintara,2.5563025
lembar,1.9542425
sela,2.2552724
porselen,2.0791812
silang,2.5563025
lembak,2.5563025
lembah,2.5563025
ancur,2.5563025
kabut,2.0791812
kabus,2.0791812
betul,2.2552724
rcapada,2.5563025
bilang,1.7781513
gerang,2.5563025
panda,2.0791812
lampu,2.2552724
data,2.5563025
depot,2.5563025
ukur,1.30103
hostel,2.5563025
endap,2.2552724
drum,2.5563025
sepak,2.5563025
vulpes,2.5563025
semula,1.7112044
bual,2.2552724
buah,1.0939045
sepat,2.5563025
bengis,2.2552724
ukul,2.2552724
tumpah,2.2552724
harkat,2.2552724
timur,2.2552724
kolam,2.5563025
beton,2.5563025
kisah,2.5563025
syair,2.5563025
gembira,2.2552724
selenggara,2.2552724
sena,2.0791812
zakar,1.9542425
rohaniw,2.5563025
produsen,2.5563025
indra,1.9542425
pandu,2.2552724
seni,2.0791812
semprot,2.5563025
resbang,2.5563025
dasi,2.2552724
mesti,2.5563025
tanpa,1.7112044
tunjuk,2.0791812
aktivis,2.5563025
tawan,2.0791812
bubu,2.5563025
tawar,2.0791812
merahmerah,1.9542425
hijauhijau,2.5563025
terjemah,2.2552724
sarisar,2.2552724
dayaguna,2.5563025
iklim,1.7781513
panas,1.3521825
kepala,1.8573325
seseorang,1.2775489
kantin,2.2552724
kibas,2.2552724
lima,1.8573325
belah,1.60206
prosa,2.5563025
buat,0.5740313
muat,2.5563025
belat,2.0791812
buar,2.2552724
intens,2.5563025
buas,2.0791812
burung,1.4423592
belas,2.2552724
frasa,2.2552724
cerdas,2.5563025
daur,2.5563025
rajah,2.5563025
daun,1.2138798
minggu,2.5563025
rajat,2.5563025
bintang,1.9542425
sepi,2.2552724
taram,2.5563025
teknik,1.9542425
semerbak,2.5563025
surat,1.9542425
tanding,1.9542425
dekap,2.5563025
almanak,2.5563025
dekat,1.8573325
aras,2.5563025
youth,2.5563025
surau,2.5563025
dongkol,2.5563025
briket,2.5563025
daripada,1.60206
biaya,1.7112044
muda,1.60206
hujan,1.7781513
taraf,2.2552724
mudi,2.0791812
seru,1.7112044
gesper,2.5563025
lipat,2.0791812
sistem,1.7112044
topang,2.0791812
sesua,1.7781513
dawa,2.0791812
aspirasi,2.5563025
prajurit,1.8573325
aram,2.0791812
arah,1.6532125
benteng,2.5563025
budi,1.7112044
arak,2.2552724
pedih,2.5563025
sero,2.2552724
seri,2.5563025
besarbesar,2.2552724
dekade,2.2552724
arab,2.5563025
saudara,1.4771212
kanto,2.5563025
blus,1.9542425
engah,2.5563025
seratus,2.5563025
luber,2.5563025
hasrat,2.5563025
kanta,2.5563025
kriminal,2.5563025
ardi,2.2552724
kanti,2.2552724
pungut,2.5563025
americana,2.5563025
mewah,2.2552724
daya,1.2552725
sebut,1.2775489
jerembap,2.5563025
kejam,2.5563025
jengkel,2.2552724
afeksi,2.5563025
gugur,2.2552724
unggul,2.5563025
sete,1.60206
botol,2.0791812
novel,2.2552724
khidmat,2.5563025
cundrik,2.5563025
empu,1.2552725
mensi,2.5563025
gol,2.5563025
ladi,2.5563025
avokad,2.5563025
got,2.5563025
teoretis,2.5563025
masih,1.7781513
garuda,2.5563025
syarak,2.5563025
pak,2.2552724
buih,2.0791812
ekonomi,2.5563025
syarat,2.2552724
area,1.9542425
gantung,2.2552724
bakal,2.5563025
beceng,2.5563025
sewa,1.7781513
laci,2.5563025
formasi,2.5563025
bakat,2.2552724
bakar,1.2775489
sendir,1.3521825
lektur,2.0791812
empa,2.2552724
wira,2.5563025
fakta,2.5563025
aren,2.5563025
arek,2.0791812
labu,2.5563025
sekal,1.2552725
ibung,2.0791812
buka,1.60206
sekat,1.9542425
rongga,1.6532125
ulah,2.5563025
buraksa,2.5563025
sahaya,1.9542425
sekap,2.5563025
muka,1.0511525
sekar,2.5563025
pramuka,2.5563025
buku,1.2552725
kawin,1.8573325
cengkeram,2.2552724
posisi,2.2552724
kerti,2.0791812
martabat,2.2552724
gerbang,1.9542425
masin,2.5563025
jangka,1.9542425
aktris,2.5563025
maujud,2.5563025
keliling,2.2552724
suram,2.0791812
fisik,2.2552724
bumi,1.4771212
motel,2.2552724
pahlaw,2.5563025
lagu,2.0791812
tarif,2.5563025
tarik,2.5563025
ahaperkasa,2.5563025
lidahlidah,2.5563025
raksasa,2.5563025
cawang,2.0791812
lagi,1.5563025
intensitas,2.5563025
erotis,2.5563025
sekeliling,1.60206
poros,2.5563025
mula,1.5563025
peci,2.5563025
gua,2.2552724
bulu,1.4771212
kayang,2.5563025
gue,2.2552724
arasy,2.5563025
tunggul,1.9542425
arik,2.0791812
ular,2.2552724
pagipag,2.5563025
ulas,2.5563025
biara,2.5563025
tiba,2.2552724
perinc,2.2552724
utuh,2.0791812
lancip,2.5563025
songkok,2.5563025
serealia,2.5563025
prakarsa,1.7112044
utus,2.2552724
utup,1.9542425
ondok,2.5563025
sangkur,2.5563025
sangkut,2.0791812
selesai,2.2552724
desingdesing,2.5563025
biasa,0.6167832
karena,1.1583625
lain,1.0
tutur,1.7781513
tiak,1.9542425
bayonet,2.5563025
pokrol,2.5563025
listrik,1.60206
jalur,1.7112044
obat,1.5563025
tutup,1.30103
ingin,1.8573325
sekon,2.5563025
rancang,1.9542425
arang,1.6532125
hampir,2.0791812
enting,2.5563025
lalu,1.4771212
pil,2.5563025
celahce,2.5563025
objek,2.5563025
mineral,2.2552724
rimbu,2.5563025
tempa,1.9542425
laki,2.0791812
rimba,1.8573325
tambur,2.5563025
sejabat,2.2552724
biang,2.2552724
basil,2.5563025
konsumsi,2.2552724
tambun,2.2552724
gandenggandeng,2.5563025
laku,1.1583625
moralitas,2.2552724
malaikat,2.5563025
terang,1.3802112
tutor,2.5563025
ulet,2.5563025
laju,2.5563025
angsang,2.2552724
pedut,2.0791812
akting,2.5563025
kekang,2.5563025
massa,2.5563025
minumminum,2.2552724
benua,2.2552724
bocah,1.8573325
bubung,2.5563025
delusi,2.5563025
wana,2.2552724
ulin,2.2552724
cilik,2.2552724
busa,1.8573325
arpa,2.5563025
kanstof,2.2552724
kongsi,2.2552724
bumbu,2.0791812
lang,2.5563025
lihat,1.2138798
tambang,2.2552724
pastor,2.5563025
putar,1.9542425
camat,1.9542425
tular,2.5563025
laguhlagah,2.5563025
makan,1.0248235
makam,2.0791812
uddha,1.9542425
uciuc,2.2552724
rempah,2.2552724
buru,2.2552724
lama,1.3802112
rezek,1.9542425
plafon,2.2552724
relung,2.5563025
ponten,2.5563025
astronom,2.5563025
pajang,2.5563025
opang,1.9542425
lekuk,2.2552724
gawat,2.5563025
katedral,2.5563025
pundung,2.5563025
angan,2.5563025
mobil,1.5149099
elang,2.5563025
berani,2.5563025
parapara,2.5563025
kanan,1.6532125
lapa,2.5563025
berang,2.2552724
longgar,2.5563025
lapis,1.7112044
mutu,2.2552724
lainlain,2.2552724
pela,1.8573325
pelik,2.5563025
izin,2.2552724
baring,1.6532125
gallopavo,2.5563025
sentuh,2.5563025
buta,2.2552724
begaw,2.5563025
pinding,2.5563025
bakul,2.5563025
kimia,1.8573325
ulis,1.8573325
ajar,1.7112044
tiga,1.6532125
ajak,2.2552724
kempis,2.5563025
seberang,2.5563025
sopan,1.8573325
arti,1.5563025
pol,2.5563025
wara,2.5563025
pon,2.2552724
lurus,2.0791812
primadona,2.5563025
molekul,2.2552724
lara,1.9542425
pene,2.5563025
sumabangsa,2.5563025
celaka,1.9542425
yad,2.0791812
lari,2.5563025
awing,2.0791812
batik,2.5563025
batin,1.7781513
laukpauk,2.2552724
sandal,2.5563025
erjanji,2.5563025
gedung,1.4423592
sejuk,2.0791812
batil,2.5563025
helat,2.5563025
kopi,2.2552724
sandar,1.9542425
sejum,1.7781513
luruh,2.2552724
loncatloncat,2.5563025
garagara,2.5563025
definisi,2.5563025
jual,1.7112044
landas,2.2552724
had,2.5563025
bidang,1.4101745
rubrum,2.5563025
sindir,2.2552724
batal,2.0791812
hal,1.2138798
kerap,2.0791812
butala,2.2552724
batar,2.5563025
giringgiring,2.5563025
batas,1.60206
hap,2.5563025
gerha,2.0791812
jualbel,2.2552724
keras,1.0511525
maskulin,2.2552724
tunggal,2.5563025
anehaneh,2.5563025
ajeh,2.5563025
arus,2.0791812
lenggek,2.5563025
nyata,1.6532125
laskar,1.8573325
dapat,0.5740313
aruh,1.30103
sumbuk,2.5563025
estivum,2.5563025
pipih,1.9542425
gerik,2.5563025
enau,2.5563025
ramai,2.5563025
enam,2.5563025
enak,2.2552724
ramal,2.0791812
tika,1.5149099
tarikh,2.5563025
langgam,2.5563025
udah,1.9542425
sumsum,2.5563025
selekeh,2.5563025
kemampu,2.2552724
mafsadah,2.5563025
layar,1.8573325
tubuh,0.8402992
detak,2.5563025
layan,1.6532125
sesak,2.5563025
langgar,2.0791812
sesat,2.5563025
setengah,2.2552724
kalaukalau,2.5563025
mudah,1.4771212
peri,2.2552724
pelir,2.0791812
engkau,2.5563025
jibun,2.5563025
dekor,2.5563025
anggota,1.0791812
kota,1.4771212
laut,1.2775489
bibit,2.5563025
mikroorganisme,2.5563025
bibir,2.2552724
sebab,1.5563025
lauk,2.5563025
jenisjenis,2.5563025
pub,2.2552724
jalan,0.9542425
nyawa,2.0791812
nyak,2.2552724
serikat,2.2552724
pun,2.2552724
engku,2.2552724
program,2.2552724
kawula,1.9542425
tipu,2.5563025
hitung,1.7781513
paripar,2.5563025
multi,2.5563025
hatihat,2.5563025
tambak,2.5563025
mengo,2.0791812
tambah,1.8573325
peta,2.2552724
lahat,2.2552724
bulsak,2.2552724
tiding,2.5563025
peti,2.0791812
puspa,2.5563025
tangkas,2.5563025
pagina,2.5563025
emuka,2.5563025
pedal,2.5563025
tangkap,2.5563025
dampal,2.0791812
serpih,2.0791812
interaksi,2.2552724
jangan,2.5563025
panjang,1.0649408
hayat,2.2552724
tolong,2.0791812
tangkai,2.5563025
boleh,1.8573325
ulur,2.5563025
ulun,2.5563025
sebagi,2.0791812
kantong,2.5563025
alqur,2.5563025
tiru,1.3802112
tembus,2.5563025
sebaga,0.8402992
tira,1.8573325
adang,2.5563025
juga,1.7781513
mulut,1.60206
taat,2.5563025
pegang,2.0791812
mulur,2.2552724
daftar,2.2552724
linguistik,2.5563025
lelah,2.5563025
geram,2.2552724
lelak,1.7781513
genggam,2.0791812
torso,2.5563025
kapital,2.0791812
muluk,2.5563025
jatuh,1.6532125
teduh,2.2552724
ginjal,2.5563025
kalung,2.0791812
perang,1.8573325
sifat,1.0939045
cembung,2.5563025
lapang,1.7781513
keris,2.5563025
tembok,2.0791812
urung,2.0791812
pusta,2.0791812
kerja,1.0649408
titi,2.5563025
sektor,2.2552724
gerah,2.2552724
pihak,1.8573325
ustralia,2.5563025
gerak,1.1760913
huruf,2.0791812
kanon,2.2552724
gerai,2.5563025
kanop,2.2552724
asosiasi,2.5563025
sengkuap,2.5563025
stanum,2.5563025
mandung,2.5563025
menit,2.2552724
sepanjang,2.5563025
uraturat,1.9542425
sebenar,1.7781513
soal,2.2552724
sendal,2.5563025
mayangda,2.5563025
puting,2.5563025
rajaraja,2.5563025
kawas,2.0791812
nabantidae,2.5563025
kawat,1.9542425
udik,2.5563025
asas,1.9542425
asap,1.9542425
emudi,2.5563025
geolog,2.5563025
sangkil,2.5563025
prodeo,2.5563025
kawah,2.5563025
teman,1.9542425
berapa,1.5149099
kawan,1.9542425
ganas,2.2552724
nyonya,2.0791812
telpon,2.5563025
masan,2.5563025
lahir,1.3258536
masak,2.2552724
bebi,2.5563025
masam,1.9542425
tiup,1.7112044
santun,2.0791812
nomor,1.60206
asal,1.3802112
asak,2.0791812
lengkung,1.7781513
bilibil,2.5563025
asam,2.5563025
asad,2.5563025
jalin,2.0791812
celana,1.7112044
barangbarang,1.8573325
ingus,2.5563025
neger,1.5563025
puruk,2.5563025
takwim,2.5563025
sejak,2.0791812
nikah,1.7781513
tentara,1.60206
tahu,1.7781513
versionkateglo,2.5563025
doktrin,2.5563025
utama,0.8750613
hebat,1.8573325
khatulistiwa,1.9542425
tongkat,1.7781513
telit,2.2552724
trik,2.2552724
tahi,2.2552724
matamata,2.5563025
televisi,2.0791812
yakin,2.2552724
loyar,2.5563025
sofa,2.2552724
iris,2.5563025
abah,2.5563025
festival,2.5563025
marah,2.2552724
abad,2.2552724
pancur,2.5563025
firma,2.2552724
beda,1.7781513
sembah,2.5563025
warita,2.5563025
lquran,2.2552724
sebagaimana,2.2552724
irim,2.5563025
kamera,2.5563025
organ,1.7781513
mega,1.7112044
kodrat,2.2552724
egang,1.9542425
lebur,2.5563025
serta,1.1583625
abdi,1.7781513
aset,2.5563025
hot,2.5563025
caplok,2.2552724
macammacam,1.9542425
kompetensi,2.5563025
taji,2.5563025
aurum,2.0791812
benak,2.5563025
berhim,2.2552724
benam,2.0791812
suaminda,2.5563025
benar,1.7781513
pistol,2.5563025
gabung,1.9542425
sanyi,2.0791812
pronomina,2.5563025
tentang,0.85733247
tubir,2.5563025
aseh,2.5563025
rtua,2.5563025
utang,2.0791812
galang,2.0791812
nikel,2.5563025
umah,2.5563025
gawang,2.5563025
himpun,2.5563025
senggang,2.2552724
sebelum,2.2552724
marga,2.2552724
semangat,2.0791812
tipar,2.5563025
ujung,1.3521825
gumpal,1.5563025
tali,1.6532125
cepat,2.0791812
aneka,1.9542425
kamus,2.2552724
rintis,2.5563025
planet,2.2552724
mualim,2.5563025
dedengkot,2.5563025
gadis,2.2552724
pendek,1.8573325
taka,2.5563025
fungsionaris,2.5563025
jangkit,2.5563025
bulik,2.5563025
beku,2.0791812
sangkar,2.0791812
entu,2.0791812
saccharifera,2.5563025
soma,2.5563025
cilkecil,1.7112044
santa,2.5563025
akomodasi,2.0791812
ambil,1.7781513
tembereng,2.5563025
uasruas,2.5563025
bela,2.2552724
lampit,2.2552724
petik,2.5563025
orgel,2.5563025
serabut,2.5563025
tani,2.2552724
sangkak,2.5563025
tamu,2.2552724
pantul,2.2552724
setagen,2.5563025
bajan,2.5563025
killed,2.5563025
cakapcakap,2.2552724
tangan,1.0939045
bapang,2.5563025
petakpetak,2.0791812
tama,1.8573325
pantun,2.0791812
bulir,2.5563025
asin,1.8573325
meja,1.60206
umat,2.2552724
konon,2.5563025
ritme,2.5563025
asli,1.9542425
klasik,2.2552724
raden,2.5563025
ganggu,2.2552724
kabupaten,1.9542425
embun,2.0791812
embuk,2.2552724
lapar,2.0791812
teliti,2.5563025
embus,2.2552724
tukar,1.9542425
kimah,2.5563025
abses,2.5563025
revolver,2.5563025
abir,2.5563025
belenting,2.5563025
tapa,2.0791812
efek,2.5563025
agakagak,2.5563025
enun,2.0791812
beli,1.5563025
marin,2.5563025
deret,1.5563025
bistik,2.5563025
gelembunggelembung,2.5563025
kriteria,2.5563025
ndangkendang,2.5563025
payapaya,2.2552724
singa,2.5563025
sona,2.5563025
nalan,2.2552724
puding,2.0791812
tengahtengah,2.0791812
jisim,2.5563025
butun,2.5563025
derij,2.5563025
bayangkar,2.5563025
pakcik,2.2552724
belacak,2.5563025
siplin,2.5563025
butuh,1.8573325
catur,2.5563025
paham,1.9542425
amben,2.5563025
hidrogen,1.8573325
torak,2.5563025
pahat,2.5563025
meni,1.9542425
teluk,2.5563025
pandai,1.7112044
jaksi,2.5563025
telur,1.8573325
angkin,2.5563025
bungkus,1.7781513
iara,2.5563025
rampok,2.5563025
pandan,2.5563025
sering,1.7781513
lanjut,2.2552724
ruan,2.5563025
ruap,2.5563025
seluasluas,2.5563025
sinar,1.7112044
radio,2.2552724
tipis,1.4771212
elihara,1.7112044
kromo,2.2552724
beri,1.1583625
telinga,1.7781513
tatu,2.5563025
luang,1.8573325
fatamorgana,2.5563025
ruah,2.5563025
pusat,1.7781513
abunabun,2.5563025
letak,1.5563025
guam,2.5563025
film,1.7781513
tata,2.0791812
akibat,2.0791812
setapak,2.5563025
nyala,2.5563025
jakun,2.5563025
deras,2.2552724
cengam,2.2552724
jangkar,2.5563025
sejarah,1.7781513
hanya,1.6532125
kroni,2.2552724
sore,2.2552724
subtropis,2.5563025
tawa,2.5563025
ncana,2.5563025
indung,2.2552724
kidul,2.5563025
kosmos,2.5563025
bayangkara,2.5563025
lentur,2.0791812
energ,2.5563025
ambah,2.0791812
lampau,2.2552724
sengketa,2.5563025
beta,2.2552724
pusar,2.0791812
ransum,2.5563025
lapik,2.5563025
bandar,2.5563025
tahun,1.5149099
ambal,2.0791812
beru,2.0791812
mulia,1.7781513
bosan,2.5563025
abot,2.5563025
abon,2.2552724
sarhad,2.5563025
baris,1.7112044
mahasiswa,2.0791812
rehal,2.5563025
akar,2.2552724
bulat,1.4771212
besi,1.2552725
utara,2.2552724
akal,1.5563025
ajaib,2.5563025
sandang,1.9542425
akan,1.2775489
angker,2.5563025
realisasi,2.5563025
akam,2.2552724
jemahan,2.2552724
bulan,1.7781513
akai,1.7781513
angkat,1.3802112
jerambah,2.5563025
serah,1.7112044
angkap,1.9542425
seram,2.5563025
serap,2.5563025
profesi,2.2552724
dimensi,2.5563025
solder,2.5563025
imajinasi,2.5563025
angkara,2.5563025
mukim,2.5563025
sambar,2.5563025
emcok,2.2552724
serat,2.5563025
temporal,2.5563025
bumiputra,2.0791812
sejenis,2.5563025
mungkin,1.7112044
tengah,1.7112044
zat,1.5563025
miring,2.2552724
zaman,1.5563025
puisi,2.0791812
gelumat,2.5563025
sederhana,2.5563025
kuncup,2.5563025
pabrik,2.5563025
selempur,2.2552724
debar,2.5563025
sumbang,2.5563025
jambang,2.5563025
agama,1.5563025
seayah,2.2552724
lancar,2.5563025
rugi,1.9542425
sampanye,2.5563025
pesta,2.2552724
sastra,1.9542425
manamana,2.5563025
ian,2.5563025
kamar,1.5563025
abuk,1.8573325
belakang,1.6532125
kasarkasar,2.5563025
jenuh,2.5563025
asuk,1.7781513
pribad,2.0791812
asuh,1.9542425
ingar,2.5563025
seisi,2.5563025
aktualitas,2.5563025
ingat,1.7781513
heboh,2.5563025
khas,1.8573325
ibu,1.3802112
sekresi,2.5563025
sekumpul,2.0791812
tetes,2.5563025
kardus,2.5563025
kanika,2.5563025
sanak,1.9542425
mukibat,2.5563025
kalkun,2.5563025
dangkal,2.5563025
turutturut,2.5563025
balairung,2.5563025
gebeng,2.5563025
praseko,1.9542425
ribut,1.7781513
tekun,2.5563025
kombinasi,2.5563025
ide,2.2552724
mintakat,2.2552724
abut,2.0791812
raton,2.5563025
piring,2.0791812
sekadar,2.5563025
lantar,2.2552724
bidadara,2.5563025
otor,2.5563025
gelimpang,2.5563025
otot,2.0791812
budaya,2.5563025
nyanyi,1.9542425
inisial,2.5563025
lebih,1.1413292
jeda,2.5563025
unggas,1.7781513
gula,2.5563025
abulhayat,2.5563025
triko,2.2552724
sinema,2.2552724
citra,2.5563025
kalender,2.5563025
gubernur,2.0791812
sanda,2.2552724
akil,1.9542425
isah,1.8573325
nafkah,1.8573325
gamis,2.2552724
gamit,2.5563025
isap,1.9542425
turut,1.8573325
kampungkampung,1.8573325
turun,1.2138798
olak,1.9542425
babad,2.5563025
rumputrumput,2.5563025
terbit,1.8573325
compreng,2.5563025
negatif,2.2552724
cemerlang,2.5563025
umur,1.9542425
gaduh,2.5563025
remasremas,2.2552724
umum,1.7112044
cepol,2.5563025
telah,1.4771212
guna,0.91284984
paklik,2.2552724
igu,2.2552724
bejana,2.5563025
lapislapis,2.5563025
politik,2.5563025
niat,2.5563025
lagam,2.5563025
iblis,2.5563025
zamin,2.2552724
sembir,2.2552724
rahang,2.2552724
rasional,2.5563025
kiamat,2.5563025
rantau,2.5563025
ibas,2.2552724
bimbing,1.9542425
ciak,2.2552724
gadinggading,2.2552724
rupa,1.0
lonjong,2.5563025
sekutu,1.9542425
ijuk,2.2552724
bandul,2.5563025
budek,2.5563025
sawah,1.8573325
papan,1.30103
buluh,1.8573325
sawat,1.60206
andang,1.7781513
lenggang,2.2552724
konco,2.2552724
kidal,2.5563025
ruok,2.5563025
syarik,2.2552724
agenda,2.2552724
janganjang,2.5563025
oleh,0.92283404
nobletranslationelmtranslationsrelationrelationdirectrelationdirectrelationreverserelationreversesnameinonimnameelmrootphrasekesumarootphraserelatedphrasebungarelatedphrasereltypesreltypereltypenameinonimreltypenamelexclassnlexclasselmsanamentonimnamearnameerkaitannamerdnameurunannamedcnameabung,2.5563025
tamtam,2.5563025
tetua,2.5563025
benih,2.0791812
pola,2.5563025
guru,1.7112044
fana,2.5563025
unyah,1.9542425
bintalak,2.5563025
seruduk,2.5563025
makcik,2.5563025
roman,2.2552724
atas,0.72379357
poli,2.5563025
riticum,2.5563025
atau,0.22996664
keluar,1.6532125
simpa,2.5563025
atap,2.0791812
sentral,2.2552724
lungsin,2.5563025
