,0.0
bulevar,2.5563025
kambel,2.5563025
dewan,2.5563025
oleh,2.2552724
ekan,2.5563025
tamtam,2.5563025
tetua,2.5563025
benih,2.0791812
pola,2.5563025
guru,1.7112044
fana,2.5563025
unyah,1.9542425
bintalak,2.5563025
detektif,2.5563025
seruduk,2.5563025
makcik,2.5563025
atas,2.5563025
riticum,2.5563025
bening,1.7112044
keluar,1.7112044
simpa,2.5563025
atap,2.2552724
lungsin,2.5563025
titah,2.2552724
pestol,2.5563025
tahan,1.6532125
tahap,0.70504415
ila,0.70504415
kondominium,2.5563025
bayi,1.8573325
gairah,2.0791812
kopiah,2.5563025
benci,2.5563025
urat,1.8573325
bungan,2.5563025
kemah,2.5563025
bawah,2.2552724
berku,2.5563025
alamat,2.2552724
ibel,2.5563025
urai,2.2552724
sebatang,2.5563025
negara,1.60206
contoh,2.0791812
peksi,2.0791812
bayu,1.7781513
kedok,2.5563025
pohon,1.3802112
gedek,2.5563025
rangsang,2.0791812
daerah,1.4101745
teguh,2.5563025
sejajar,1.9542425
tinggi,1.7781513
budak,1.5563025
jaket,2.2552724
bobot,1.7112044
kondisi,2.2552724
dalang,2.5563025
bujangga,2.5563025
orkes,2.2552724
bendu,2.0791812
ungkap,2.0791812
erang,2.0791812
dinas,2.5563025
takrif,2.5563025
jadi,1.4771212
hubung,1.3521825
berla,1.8573325
petak,2.2552724
pusing,2.2552724
dokumentasi,0.70504415
sosial,2.2552724
cetus,2.5563025
ebut,2.0791812
faedah,2.5563025
deruj,2.5563025
ornamen,2.5563025
cadar,2.2552724
parameter,2.5563025
mimbar,2.5563025
tanggung,1.9542425
tepung,1.9542425
benda,0.8661064
ina,2.5563025
lekat,1.3521825
adura,2.5563025
punggung,2.2552724
dasar,1.30103
payung,2.0791812
telegram,2.5563025
koktail,2.5563025
lakon,2.5563025
pecah,1.7781513
telad,2.2552724
berdus,2.5563025
tiarap,2.5563025
harimau,1.8573325
selimut,2.5563025
majelis,2.5563025
rabung,2.5563025
matang,2.0791812
untung,2.0791812
isik,2.5563025
hambar,2.2552724
provinsi,2.0791812
tektum,2.5563025
musir,2.2552724
habitat,2.2552724
dendam,2.2552724
menghim,2.5563025
imbang,1.7781513
tode,2.5563025
ego,2.0791812
cangkir,2.5563025
lengang,2.2552724
pakan,2.5563025
cagak,2.0791812
transaksi,2.0791812
pakai,1.3258536
iode,1.7781513
kelas,2.2552724
visual,2.2552724
musim,2.2552724
rai,2.2552724
musik,1.7112044
automobil,1.9542425
bingkai,2.5563025
khusus,1.4771212
anfaat,0.6870708
warna,1.1760913
bercak,2.5563025
kecual,2.5563025
rat,2.5563025
getah,2.2552724
kalor,2.5563025
aksi,2.5563025
takut,2.5563025
oksigen,1.8573325
ragam,1.4423592
dasawarsa,2.2552724
gundu,2.2552724
lambuk,2.5563025
handa,2.2552724
bukit,2.2552724
ekuit,2.5563025
potensial,2.5563025
sarira,2.5563025
nila,1.7112044
ulayat,2.2552724
resmi,1.60206
belang,2.0791812
jawat,2.5563025
tegak,2.5563025
logat,2.0791812
seluloid,2.2552724
didik,1.9542425
logam,1.4771212
encang,2.5563025
tegap,2.2552724
ira,2.5563025
tegas,2.5563025
kantor,2.2552724
jaga,2.2552724
aba,2.5563025
iri,2.5563025
istirahat,2.5563025
fase,2.5563025
corong,1.9542425
kalang,2.0791812
tunas,1.9542425
kuku,1.8573325
abi,1.9542425
sanubar,2.5563025
didih,2.5563025
geger,2.5563025
kula,2.5563025
akun,2.0791812
kadar,2.0791812
seibu,2.2552724
slam,2.5563025
bahtera,2.0791812
adikara,2.5563025
komid,2.2552724
lanang,2.5563025
abu,1.9542425
bohlam,2.2552724
jiwa,1.7112044
seimbang,2.5563025
eka,2.5563025
isi,1.1091444
tebeng,2.5563025
asbut,2.0791812
busut,2.2552724
busur,2.2552724
aci,2.5563025
demam,1.8573325
apar,2.2552724
busuk,1.9542425
pintu,1.7781513
nafsu,1.9542425
ibnu,2.0791812
acu,1.9542425
nafsi,2.5563025
tenggang,2.5563025
copet,2.5563025
riak,2.5563025
formatur,2.2552724
riam,2.0791812
ita,2.0791812
kuno,2.5563025
fenomena,2.5563025
rias,2.5563025
ada,1.8573325
giat,1.4771212
pose,2.5563025
adi,2.5563025
konstruksi,2.0791812
kunjung,2.5563025
lingkar,2.0791812
betina,1.8573325
rekan,2.0791812
rekam,2.5563025
hidup,1.0649408
liling,2.5563025
mitra,2.2552724
golok,2.5563025
semen,2.2552724
geladak,1.8573325
khotbah,2.5563025
antara,1.9542425
padang,2.5563025
semek,2.0791812
emu,2.5563025
koridor,2.0791812
teken,2.2552724
harga,1.7781513
rumus,1.6532125
medan,1.9542425
bubur,2.5563025
ena,2.0791812
bubuk,2.2552724
rumun,2.5563025
silika,2.5563025
rica,2.5563025
ikat,1.60206
taksi,2.5563025
tempias,2.2552724
simpul,2.5563025
sengker,2.5563025
acik,2.5563025
lajur,2.2552724
bedil,2.0791812
cerita,1.7781513
substansi,2.5563025
luhur,2.5563025
resor,2.5563025
krama,2.5563025
congor,2.2552724
jenis,1.4423592
unggu,2.5563025
arloj,2.5563025
jaka,1.7781513
tebus,2.2552724
ikan,1.8573325
tetap,1.8573325
agi,2.2552724
lensa,1.9542425
bahasa,1.7781513
konkret,2.0791812
tola,2.2552724
risten,2.5563025
bilga,2.5563025
kusa,2.5563025
etas,2.5563025
pagar,1.8573325
derajat,2.2552724
sempe,2.5563025
pisau,2.5563025
rebus,2.2552724
nira,2.2552724
nak,2.0791812
cakap,1.5149099
ulama,2.5563025
liang,1.9542425
cakar,1.9542425
raksa,2.2552724
defile,2.5563025
lumat,2.5563025
syar,2.5563025
nas,2.5563025
ahi,2.5563025
ekor,2.2552724
atma,2.5563025
isti,2.2552724
jamu,2.2552724
ahu,1.6532125
lintas,1.7112044
ciri,2.0791812
deskripsi,2.2552724
aib,2.5563025
apel,2.2552724
jasad,1.7781513
aik,1.5563025
rohan,2.2552724
tong,2.5563025
pantat,2.5563025
milik,2.0791812
nada,1.9542425
piawai,2.5563025
wajib,2.5563025
mikroba,2.5563025
ain,1.7112044
tembolok,2.5563025
atang,2.2552724
anasir,2.5563025
air,0.9542425
bangka,2.0791812
logis,2.5563025
jatukrama,2.5563025
pasang,1.5563025
duit,2.2552724
ceropong,2.5563025
era,2.5563025
gorden,2.5563025
maktab,2.5563025
langsung,1.7781513
tumpang,1.7112044
kutu,2.5563025
rendah,1.4423592
bentuk,0.8842046
aktor,2.5563025
kerabat,2.5563025
bangku,1.9542425
sorgum,2.5563025
jeruj,2.5563025
wilayah,1.9542425
pandang,1.9542425
mamak,2.2552724
gisik,2.5563025
harap,2.0791812
bilik,1.8573325
ungu,2.5563025
uang,1.5563025
bambu,1.6532125
jerut,2.5563025
gigi,2.0791812
jabal,2.5563025
aka,1.7781513
golong,1.9542425
banter,2.5563025
kambing,2.2552724
atom,1.6532125
jabat,1.9542425
cita,2.5563025
royal,2.5563025
jinak,2.2552724
aki,2.5563025
icing,2.5563025
kujarat,2.5563025
topi,2.5563025
mantra,2.2552724
alba,2.2552724
duka,2.5563025
jaring,1.8573325
sensasi,2.5563025
organisme,2.5563025
pekat,2.5563025
sarap,2.5563025
gading,2.2552724
seringkal,2.5563025
imbal,2.2552724
llah,2.2552724
ala,2.5563025
jara,2.5563025
pekak,2.5563025
sengsara,2.0791812
pekan,2.5563025
moncong,2.2552724
tapak,2.5563025
tapal,2.5563025
tebing,2.5563025
jari,1.8573325
ali,2.5563025
anyir,2.5563025
new,0.70504415
jenggala,2.2552724
bagong,2.5563025
mangkak,2.5563025
dusun,2.5563025
lihara,2.5563025
ensiklopedis,2.5563025
otomobil,1.8573325
alu,2.2552724
lubang,1.7781513
wajar,2.5563025
aktif,2.5563025
ujar,1.9542425
alas,1.7781513
alau,2.0791812
unit,2.2552724
alat,0.9542425
ama,2.5563025
maskapa,2.2552724
sehubung,2.5563025
narasi,2.5563025
alam,1.1945747
etek,2.5563025
mangkat,2.2552724
sembur,2.2552724
istri,2.2552724
wajah,2.2552724
pangan,1.7781513
urun,2.5563025
runcing,2.2552724
prosesi,2.5563025
sembuh,2.0791812
reda,2.2552724
patung,2.5563025
boga,2.0791812
roh,1.9542425
urut,2.2552724
denyut,2.5563025
magasin,2.5563025
urus,2.0791812
rok,2.5563025
garasi,2.5563025
penghasil,2.0791812
lebah,2.5563025
tikar,2.5563025
karton,2.5563025
ana,2.0791812
bangga,2.5563025
ane,2.5563025
lincak,2.5563025
lebar,1.60206
ang,2.5563025
ranting,1.5563025
ani,2.2552724
lebat,1.9542425
orsea,2.5563025
bujang,1.8573325
ubung,2.5563025
duli,2.0791812
kendit,2.5563025
igau,2.5563025
ziarah,2.5563025
hidung,2.5563025
hukum,1.7112044
kedap,2.5563025
alkisah,2.5563025
tumpuk,2.5563025
uasa,2.2552724
ewa,2.5563025
warta,2.5563025
gede,2.5563025
emang,2.2552724
super,2.5563025
jasa,2.0791812
sintar,2.0791812
lajang,2.5563025
telapak,2.2552724
gelombang,1.8573325
sintal,2.0791812
realitas,2.5563025
bedak,2.5563025
jarem,2.5563025
tulisi,2.5563025
maksud,1.9542425
musara,2.5563025
rijal,2.0791812
pasar,2.5563025
bawang,2.5563025
malang,2.5563025
irama,2.0791812
bangun,1.2138798
agregat,2.5563025
telefon,2.5563025
jam,2.2552724
acuh,2.2552724
seronok,2.5563025
api,1.7781513
jas,2.0791812
susun,1.5563025
margin,2.5563025
kiat,2.5563025
lorong,1.8573325
susur,2.2552724
perut,1.7112044
gelar,2.2552724
gelap,2.5563025
cair,1.2775489
hulur,2.5563025
loncat,2.5563025
hantu,1.8573325
lambung,2.2552724
lucut,2.5563025
epat,2.2552724
gembung,2.5563025
injil,2.5563025
suket,2.5563025
remaja,1.9542425
riang,2.2552724
erima,2.5563025
lereng,2.5563025
parkir,2.2552724
suam,1.9542425
rente,2.5563025
jauh,2.5563025
belalang,2.5563025
susut,2.5563025
alek,2.2552724
belendung,2.5563025
etil,1.9542425
atur,1.6532125
rotan,2.2552724
limpah,2.2552724
bahaya,1.8573325
bangsa,1.7781513
ayar,2.0791812
dosen,2.5563025
tungka,2.5563025
gelang,1.4771212
dongkang,2.5563025
ayam,1.7112044
bedinde,2.5563025
derai,2.5563025
pangkat,2.2552724
rumah,1.0248235
ngerja,2.5563025
bedinda,2.5563025
tabung,1.9542425
aromba,2.5563025
dandan,2.0791812
basilika,2.5563025
ara,2.2552724
pangkal,1.5149099
mahal,2.5563025
pramuwisma,2.2552724
malik,2.5563025
pejal,2.5563025
penis,2.0791812
temanten,2.2552724
simpan,1.6532125
cetak,1.9542425
ceta,2.2552724
urakarta,2.5563025
anekdot,2.5563025
tabut,2.5563025
aru,2.2552724
jungur,2.2552724
singgasana,2.2552724
klakson,2.5563025
sedia,0.65867543
asa,1.4101745
ayah,1.5563025
sedih,2.5563025
bruder,2.5563025
mayat,2.0791812
tumor,2.2552724
suci,2.0791812
jarij,2.5563025
sedap,1.9542425
potong,1.7781513
asu,2.2552724
kursi,1.9542425
ruh,2.5563025
selupat,2.5563025
dusi,2.2552724
cakup,1.8573325
alkohol,1.7112044
cekik,2.2552724
sambung,1.6532125
brendi,2.2552724
bukur,2.0791812
agung,2.5563025
komplemen,2.5563025
kalam,2.0791812
nyapang,2.2552724
renya,2.5563025
terampil,2.5563025
tebat,2.5563025
nonpredikatif,2.5563025
jet,2.5563025
selaras,2.5563025
lajar,0.69297963
lingkung,1.7112044
sebangsa,1.9542425
raba,2.2552724
mortalitas,2.2552724
sempit,2.2552724
omaw,2.5563025
rebana,2.5563025
alim,2.5563025
atu,2.5563025
konglomerasi,2.5563025
traged,2.5563025
duri,2.2552724
alih,2.5563025
gaba,2.5563025
jemur,2.0791812
bola,1.7781513
itar,2.5563025
onggok,2.5563025
nama,1.2775489
cekung,2.5563025
cermin,2.2552724
sukat,2.5563025
kalbu,2.5563025
skala,2.5563025
alir,1.5563025
ahan,2.2552724
sarana,2.5563025
kecek,2.2552724
aham,2.0791812
pancar,2.2552724
epek,2.5563025
sarang,2.2552724
panggung,2.2552724
tangsi,2.5563025
aut,2.2552724
rogram,0.70504415
takat,2.5563025
puyuh,2.0791812
sorak,2.5563025
tangsa,2.5563025
lembung,2.5563025
larang,2.2552724
uhammad,2.5563025
kelola,2.0791812
samak,1.9542425
masjid,2.5563025
gangan,2.5563025
ilalang,2.5563025
mangsa,2.5563025
topan,2.2552724
takah,2.5563025
inggan,2.5563025
suhu,1.9542425
inggal,2.2552724
angkusa,2.5563025
kumpul,1.4423592
wai,2.5563025
kuasa,1.60206
takar,2.2552724
rangkai,2.0791812
capa,1.4771212
halimun,2.0791812
larut,1.7781513
munjung,2.5563025
ntarmuka,0.70504415
korespondensi,2.5563025
jembat,2.5563025
barometer,2.5563025
pangka,2.5563025
sungguh,2.5563025
honorarium,2.2552724
anggur,2.0791812
barak,2.0791812
bidadar,2.5563025
butir,1.6532125
selup,2.5563025
samping,1.7112044
sinetron,2.5563025
kurun,2.0791812
reka,2.2552724
selut,2.5563025
sandiwara,2.0791812
longgo,2.5563025
entong,1.9542425
pameget,2.5563025
gencat,2.5563025
taksir,2.2552724
sonda,2.5563025
manten,2.5563025
mantel,2.5563025
fasilitas,2.2552724
jil,2.5563025
proses,1.4771212
suka,1.9542425
jin,2.5563025
cacal,2.5563025
partisi,2.5563025
modus,2.5563025
pasir,1.9542425
ceker,1.9542425
harum,2.5563025
sukma,2.5563025
ikhtiar,2.5563025
usaha,1.2340832
sekang,2.5563025
harta,2.0791812
walang,2.5563025
embel,2.5563025
cantrik,2.5563025
bencana,2.0791812
darat,1.60206
tahang,2.5563025
aya,2.5563025
violet,2.5563025
silsi,2.5563025
catat,1.9542425
modul,0.70504415
injam,2.5563025
aye,2.5563025
infeksi,2.5563025
imbul,1.8573325
karyaw,2.2552724
banyak,1.60206
sonel,1.9542425
kualitas,2.5563025
sedot,2.2552724
penuh,2.2552724
fonetik,2.5563025
pendam,2.2552724
ayo,2.5563025
cari,1.60206
elan,1.8573325
tangga,1.9542425
armada,2.5563025
selidik,2.2552724
kecil,1.7112044
riuh,2.2552724
suma,2.5563025
sekolah,2.5563025
ubak,2.5563025
luak,2.5563025
ubah,0.69297963
gaib,2.5563025
beduk,2.5563025
hakikat,2.5563025
bengkung,2.5563025
orang,0.6812413
dowel,2.5563025
luar,0.69897
luas,1.60206
luap,1.9542425
lawat,2.5563025
dongeng,2.5563025
yrus,2.2552724
lawan,1.2138798
mahir,2.2552724
madan,2.2552724
huma,2.5563025
anting,2.2552724
modern,2.5563025
tekan,1.7781513
web,2.5563025
lokal,2.5563025
seramb,2.0791812
madah,2.2552724
demon,2.5563025
bantun,2.5563025
selengkap,2.2552724
diam,1.7112044
niaga,1.8573325
kitab,1.7781513
tornado,2.0791812
hajat,2.5563025
empedu,2.2552724
cuaca,2.0791812
lahiriah,2.5563025
hulu,2.0791812
produksi,1.9542425
nasar,2.5563025
eribu,2.5563025
sepasang,2.0791812
alog,2.2552724
ikut,2.2552724
sorot,2.2552724
positif,2.2552724
pokok,1.3258536
bukti,2.5563025
mantik,2.5563025
warga,1.8573325
suku,1.7112044
tulang,1.7781513
sorok,2.0791812
nasi,2.2552724
serang,2.2552724
tertib,2.0791812
raga,2.2552724
usan,2.5563025
timbang,2.5563025
gapura,1.9542425
virulensi,2.5563025
semesta,2.2552724
jajan,2.5563025
jajar,1.6532125
tumpu,1.9542425
lucu,2.5563025
ongkos,2.0791812
busung,2.2552724
pangsa,2.2552724
pesan,2.5563025
raja,1.4771212
janji,2.2552724
sempat,2.0791812
cekam,2.2552724
gadang,2.5563025
kafetaria,2.2552724
sungkur,2.5563025
galah,2.0791812
lonceng,2.2552724
adam,2.2552724
adah,2.5563025
sempad,2.2552724
tolan,2.2552724
adab,2.0791812
gaji,1.8573325
fototustel,2.5563025
lingsir,2.5563025
fungsi,1.7781513
unsur,1.4101745
cemplang,2.2552724
tindak,1.7112044
huni,2.2552724
perlak,2.5563025
dukuh,2.5563025
adat,1.8573325
ekstraksi,2.5563025
itik,2.5563025
gera,1.4423592
juntai,2.5563025
tangka,2.2552724
binatang,1.0
sayang,2.5563025
cecair,2.0791812
curam,2.2552724
tarbus,2.5563025
ogyakarta,2.5563025
caya,2.2552724
abjad,2.0791812
ahli,1.7112044
lulus,2.5563025
samidra,2.5563025
eriksa,2.5563025
umpul,2.5563025
copot,2.5563025
darah,1.6532125
reta,2.5563025
laksana,2.0791812
cekco,2.5563025
lanta,1.6532125
umpang,2.5563025
inventor,2.5563025
malus,2.2552724
sah,2.2552724
getar,2.2552724
iring,2.2552724
riwayat,2.5563025
gali,2.5563025
angkup,2.2552724
mujur,2.5563025
heran,2.5563025
daing,2.2552724
njil,2.5563025
piara,1.5563025
kelam,2.0791812
luluk,2.5563025
otoritas,2.5563025
angkut,1.6532125
klorida,2.5563025
kuliah,2.5563025
nya,2.5563025
sukacita,2.5563025
front,2.5563025
interpretasi,2.5563025
jerij,2.5563025
intisar,2.5563025
luluh,2.0791812
udara,1.30103
gala,2.5563025
yasmin,2.5563025
usia,1.8573325
mentor,2.5563025
bab,2.0791812
coplok,2.5563025
sadar,2.5563025
kisi,2.5563025
kaca,1.7112044
pingan,2.5563025
keling,2.2552724
tenaga,1.3802112
bal,2.2552724
bak,2.5563025
ban,2.5563025
muncul,2.0791812
lengkap,1.4771212
bar,2.2552724
serdadu,2.0791812
bau,1.60206
paron,2.5563025
serbuk,2.0791812
megah,2.5563025
selisi,2.0791812
kabu,2.2552724
kandung,1.8573325
marcapada,2.5563025
informasi,2.5563025
barang,0.8159398
puyan,2.5563025
mater,2.5563025
ab,2.5563025
ramu,1.8573325
senyawa,2.0791812
potensi,2.2552724
gang,1.9542425
kuning,1.6532125
roboh,1.9542425
pidato,2.5563025
adem,2.2552724
tanggap,2.2552724
kiri,2.0791812
ai,2.2552724
pancaindra,2.2552724
alun,2.0791812
lamun,2.5563025
suri,2.0791812
tidaknormal,2.2552724
agregasi,2.5563025
globe,2.2552724
hamba,1.7781513
lezat,2.5563025
gelemat,2.5563025
rama,1.9542425
singkat,2.0791812
bolsak,2.2552724
sahabat,1.8573325
plano,2.5563025
tanggal,2.2552724
kucing,1.9542425
elis,2.5563025
tinda,1.9542425
melang,2.2552724
bedeng,2.0791812
jemar,2.5563025
alang,2.5563025
bi,2.5563025
bodoh,2.2552724
terima,1.9542425
dipan,2.0791812
longgok,2.2552724
br,0.70504415
singulum,2.5563025
domin,2.5563025
peran,2.2552724
murid,2.5563025
lompok,1.2775489
bayar,1.9542425
molor,2.5563025
sel,1.7112044
dadal,2.5563025
pisaha,2.5563025
taruna,2.5563025
panggil,1.7781513
perak,2.5563025
banjir,2.0791812
bahan,1.0939045
dukacarita,2.5563025
lintang,2.5563025
genta,2.2552724
primbon,2.5563025
embang,0.70504415
bahar,2.5563025
gegana,2.0791812
cawat,2.5563025
standar,1.9542425
susu,2.2552724
andung,1.5563025
partner,2.2552724
endali,2.2552724
selia,2.2552724
balig,1.9542425
tumbuh,0.94351864
balik,2.5563025
demarkasi,2.5563025
mendung,2.2552724
visi,2.5563025
bea,2.2552724
itor,2.5563025
cerdik,2.2552724
selam,2.5563025
dicat,2.2552724
sepir,2.5563025
selag,2.5563025
sumber,2.5563025
bel,2.5563025
rasa,2.5563025
jus,2.5563025
selat,2.2552724
pupur,2.5563025
erintah,1.5563025
laras,2.2552724
kosong,2.5563025
tudung,2.5563025
tinggal,1.4101745
purdah,2.5563025
modal,1.9542425
bingka,2.5563025
puyer,2.5563025
leneng,2.5563025
kafe,2.2552724
telepon,2.5563025
adik,1.7781513
abung,2.2552724
ibril,2.5563025
eo,2.5563025
adil,2.5563025
paruh,2.5563025
luka,1.9542425
es,2.0791812
familiaris,2.2552724
rencana,2.2552724
susah,2.2552724
domba,2.2552724
bisnis,2.2552724
condong,2.5563025
lokasi,2.5563025
nanah,2.5563025
gara,2.5563025
debu,1.7781513
natrium,2.5563025
padusi,2.5563025
kena,1.7112044
bustan,2.5563025
selubung,2.5563025
rakyat,2.0791812
hias,1.4423592
gaun,1.8573325
renga,2.5563025
puas,2.2552724
antin,2.0791812
puan,2.5563025
kaidah,1.9542425
bahagia,2.5563025
kain,1.2552725
buruh,2.5563025
parade,2.5563025
buruk,1.5563025
belasting,2.5563025
pajak,2.0791812
sunyi,2.2552724
ayahanda,2.5563025
kadera,2.2552724
puspita,2.5563025
dapur,2.5563025
jempol,2.0791812
batur,2.5563025
pamong,2.5563025
pergi,2.0791812
pintar,2.5563025
elok,2.5563025
terus,2.5563025
upacara,1.8573325
widyaiswara,2.2552724
swalay,2.2552724
kebun,1.9542425
amanah,2.5563025
rajin,2.5563025
reaksi,2.0791812
elayu,2.5563025
sweter,2.2552724
restor,2.2552724
amanat,2.5563025
minhaj,2.5563025
tinja,2.5563025
kolong,1.9542425
bik,2.5563025
kaki,1.0939045
ancam,2.5563025
lupa,2.5563025
siasat,2.5563025
bir,2.2552724
timbul,1.5149099
bunga,1.7112044
timbun,2.2552724
genang,2.5563025
gereja,2.0791812
etanol,1.9542425
hadis,2.5563025
hadir,2.0791812
jukut,2.5563025
gawa,2.2552724
anjang,2.2552724
suryakanta,2.5563025
dipa,2.5563025
model,1.60206
bersih,2.2552724
portal,2.5563025
selebu,2.5563025
rasam,2.5563025
in,2.5563025
safinah,2.2552724
cucur,2.5563025
metal,2.5563025
minyak,1.60206
gambar,1.3521825
oda,1.9542425
pokah,2.5563025
masyarakat,1.4101745
gambat,2.5563025
kait,1.60206
pongsu,2.5563025
foto,2.5563025
skrin,2.5563025
buana,2.2552724
angka,2.5563025
selot,2.5563025
reserse,2.5563025
raut,2.2552724
buang,1.8573325
khayal,1.7781513
edar,1.8573325
raya,2.0791812
lelembut,2.5563025
antek,2.5563025
bingar,2.5563025
skrip,2.5563025
aplikasi,0.70504415
kamp,2.5563025
buyung,1.9542425
mumbung,2.5563025
optis,2.5563025
kadang,2.2552724
gaya,1.8573325
eluk,2.5563025
dahar,2.2552724
diri,1.4771212
ambo,2.5563025
unguis,2.5563025
gembur,2.5563025
dahan,1.8573325
darurat,2.2552724
parut,2.5563025
doman,2.0791812
dalil,2.2552724
kg,2.2552724
tirta,2.0791812
partikel,2.2552724
kali,1.7781513
balak,2.0791812
halang,2.5563025
rumput,2.2552724
elaborasi,2.5563025
balas,2.0791812
tebal,1.5149099
adon,2.2552724
kolon,2.5563025
beliung,2.0791812
kolom,2.2552724
kaku,2.2552724
amat,2.5563025
aman,1.9542425
kala,2.5563025
amal,2.2552724
situs,2.5563025
halwa,2.5563025
bacot,2.2552724
pidana,2.5563025
amah,2.5563025
gendang,2.5563025
adakala,1.9542425
usul,2.5563025
sehar,2.2552724
selip,2.2552724
omong,2.2552724
jarak,1.7781513
rajul,2.2552724
selir,2.0791812
gelanggang,2.0791812
rintang,2.2552724
kancing,2.0791812
panti,2.2552724
puder,2.5563025
sehat,2.5563025
tingkat,1.60206
ancing,2.5563025
fiksi,2.2552724
katil,2.5563025
ganti,2.2552724
tingkap,2.5563025
panta,2.2552724
kapal,1.3521825
dada,2.0791812
halus,1.4101745
keping,1.7112044
limit,2.5563025
tingkah,1.9542425
kehendak,2.5563025
kendang,2.5563025
kapas,1.7112044
sampah,2.5563025
cokelat,2.5563025
kimiaw,1.8573325
matra,2.5563025
bunda,2.5563025
bengkak,1.9542425
cermat,2.0791812
pasung,2.5563025
malam,1.6532125
susastra,2.5563025
lever,2.5563025
tembaga,2.2552724
kunci,2.5563025
sudung,2.5563025
ilik,2.2552724
etika,2.5563025
candra,2.5563025
ihal,1.3802112
puluh,2.5563025
kodak,2.5563025
teater,2.2552724
luru,2.2552724
tokoh,1.6532125
datum,2.5563025
datuk,1.9542425
labium,2.5563025
tanduk,2.0791812
detik,2.2552724
mentah,1.9542425
puja,2.5563025
kelahi,2.5563025
gunung,1.6532125
kembang,1.4771212
landa,2.5563025
girang,2.5563025
mentak,2.5563025
tentu,1.7781513
sembuny,2.5563025
purnama,2.5563025
genderang,2.5563025
gerimis,2.5563025
upaboga,2.5563025
antar,2.2552724
makhluk,2.2552724
tiang,1.9542425
of,2.5563025
dalem,2.0791812
ubur,2.0791812
itahu,2.2552724
om,2.2552724
biaraw,2.5563025
lembut,1.9542425
cabang,1.4423592
tenun,1.60206
matahar,1.7112044
peron,2.5563025
hendak,2.5563025
tabir,2.2552724
rabat,2.5563025
pb,2.5563025
mencak,2.5563025
angin,1.30103
kapa,2.5563025
amarah,2.5563025
kampus,2.5563025
lutu,2.5563025
cengkam,2.5563025
legiun,1.9542425
santap,2.0791812
nation,2.5563025
salah,1.6532125
konglomerat,2.5563025
setek,2.5563025
setel,2.2552724
setem,2.5563025
putih,1.5563025
dahi,2.5563025
khadam,2.2552724
salat,2.5563025
kertas,1.5563025
kasa,2.5563025
elompok,2.0791812
wujud,1.7781513
masuk,1.4101745
sika,2.2552724
tajam,2.0791812
losmen,2.2552724
hablur,2.0791812
anyep,2.2552724
industr,1.7781513
sebe,1.5149099
tugasi,2.0791812
suara,1.5563025
belantara,2.5563025
watang,2.2552724
kotek,2.2552724
gibas,2.5563025
puji,2.2552724
rejasa,2.5563025
pondong,2.5563025
hikayat,2.5563025
fatalitas,2.2552724
asyarakat,2.5563025
kara,2.0791812
lonjor,2.2552724
ilmu,1.8573325
wadah,2.2552724
sua,2.5563025
wadak,2.5563025
sikin,2.5563025
totalitas,2.5563025
motor,1.8573325
tuat,2.2552724
senjata,1.6532125
sigap,2.5563025
beling,2.0791812
adimarga,2.5563025
istitaah,2.5563025
sa,2.5563025
kenya,2.5563025
liput,2.5563025
lipur,2.5563025
kesal,2.5563025
tuan,2.5563025
dering,2.5563025
minum,1.2552725
kaum,1.8573325
liar,2.5563025
dera,2.5563025
surut,2.2552724
sangga,1.8573325
gagas,1.9542425
lumpur,2.2552724
tasihat,2.2552724
norma,2.2552724
lubuk,2.5563025
suruh,1.9542425
taruh,2.2552724
linting,2.5563025
gagah,2.2552724
tongkang,2.5563025
damat,2.5563025
depo,2.5563025
flower,2.5563025
stori,2.5563025
mesin,1.4423592
damar,2.5563025
olocentrum,2.5563025
kata,1.0791812
golak,2.5563025
bui,2.5563025
bilah,1.7112044
pukul,2.2552724
sila,2.5563025
famil,1.9542425
deta,2.0791812
segi,2.0791812
terap,2.5563025
tangguh,2.2552724
lukis,1.8573325
kukila,2.0791812
hutan,2.0791812
rombong,2.0791812
setan,2.5563025
derita,2.5563025
runtun,2.5563025
tanggul,2.5563025
iospyros,2.0791812
bengaw,2.5563025
suami,2.2552724
anyam,1.7781513
apatis,2.2552724
kepeng,2.2552724
asbes,2.5563025
bengap,2.5563025
daksina,2.2552724
terung,2.5563025
bengal,2.5563025
ijajil,2.5563025
empang,2.5563025
sebidang,2.2552724
lambak,2.5563025
desa,2.2552724
lamin,2.2552724
durjana,2.5563025
syeir,2.5563025
gagang,2.2552724
efisiensi,2.5563025
lambat,2.2552724
deru,2.5563025
rompok,2.2552724
sunga,1.4423592
kakak,1.9542425
jernih,1.8573325
runtuh,2.2552724
sungu,2.5563025
suang,2.0791812
sagur,2.5563025
kreator,2.5563025
daki,2.5563025
kumis,2.5563025
bedaru,2.5563025
jerjak,2.5563025
region,2.5563025
jamah,2.5563025
selang,2.5563025
kayu,1.2138798
kia,2.5563025
jamak,2.5563025
lembaga,1.7781513
jambul,2.5563025
orok,2.5563025
lidah,1.9542425
sundul,2.5563025
kancah,2.5563025
parak,2.5563025
kakas,1.4771212
gas,1.6532125
jenazah,2.2552724
setuju,2.5563025
kusuma,2.5563025
dana,2.0791812
paraf,2.5563025
firman,2.5563025
siswa,2.2552724
jeluk,2.5563025
ndara,1.3521825
sibuk,1.9542425
lkitab,2.2552724
pemerintah,2.0791812
